hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,17,2015,July,32,20,0,9,2,0.0,0,BB,ESP,Online TA,TA/TO,1,0,0,B,B,0,No Deposit,7.0,,0,Transient,26.35,0,0,Check-Out,2017-07-22
Resort Hotel,0,41,2017,June,41,23,2,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,33.0,,0,Transient-Party,128.12,0,2,Check-Out,2016-07-19
City Hotel,0,7,2016,September,46,6,3,8,2,0.0,0,BB,USA,Offline TA/TO,Corporate,0,0,0,E,E,0,No Deposit,30.0,,0,Transient,49.36,1,0,Check-Out,2016-06-21
Resort Hotel,0,121,2016,June,28,21,0,7,2,0.0,0,SC,FRA,Offline TA/TO,Corporate,0,0,1,A,A,0,No Deposit,8.0,,0,Transient,63.75,0,2,Check-Out,2016-08-15
City Hotel,1,96,2016,January,19,6,3,8,2,0.0,0,Undefined,FRA,Direct,TA/TO,0,2,0,A,B,0,No Deposit,6.0,,0,Transient,80.98,0,0,Canceled,2016-02-16
Resort Hotel,0,51,2015,August,22,26,2,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,23.0,,0,Transient-Party,90.1,0,0,Check-Out,2017-09-14
Resort Hotel,0,227,2015,October,39,26,2,0,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,27.0,,0,Transient,97.96,0,1,Check-Out,2017-05-13
City Hotel,0,416,2017,June,17,1,0,3,3,0.0,0,HB,FRA,Online TA,Corporate,0,0,0,C,C,0,No Deposit,25.0,,0,Transient,105.08,0,0,Check-Out,2017-04-21
City Hotel,0,43,2016,March,22,15,1,8,1,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,1,E,E,0,No Deposit,12.0,,0,Transient-Party,77.31,0,2,Check-Out,2017-10-27
City Hotel,0,222,2016,January,41,11,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,31.0,,0,Transient,0.0,0,4,Check-Out,2017-11-04
Resort Hotel,1,46,2016,April,29,25,0,7,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Non Refund,9.0,,0,Transient,67.25,0,1,Canceled,2016-07-11
City Hotel,0,135,2017,October,25,9,3,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,137.49,0,0,Check-Out,2016-01-17
City Hotel,0,142,2016,April,39,21,2,3,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,B,B,0,No Deposit,8.0,,0,Transient,125.18,0,2,Check-Out,2016-07-16
City Hotel,1,35,2017,December,16,4,3,8,2,0.0,0,BB,PRT,Corporate,Direct,0,0,0,C,C,0,Non Refund,15.0,,0,Transient,126.55,0,0,Canceled,2017-08-12
Resort Hotel,1,87,2017,April,4,6,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,21.0,,0,Transient,88.67,0,0,Canceled,2017-01-24
City Hotel,0,39,2016,June,41,28,2,7,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient,121.47,0,0,Check-Out,2016-05-01
City Hotel,0,116,2017,October,24,11,2,6,1,0.0,0,SC,ESP,Aviation,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,78.63,0,3,Check-Out,2016-10-03
Resort Hotel,0,42,2017,August,17,22,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,15.0,,0,Contract,82.99,0,0,Check-Out,2016-08-10
City Hotel,0,12,2017,January,5,28,1,9,1,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,23.0,,151,Transient,73.29,0,0,Check-Out,2017-09-16
Resort Hotel,0,143,2016,January,49,28,2,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,33.0,,0,Transient,142.89,0,0,Check-Out,2017-08-21
City Hotel,1,117,2015,March,38,1,0,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,11.0,,0,Transient,0.0,0,1,Canceled,2016-02-07
City Hotel,0,138,2015,November,15,7,3,4,2,0.0,0,BB,FRA,Direct,TA/TO,0,0,0,F,F,1,No Deposit,33.0,,0,Transient,104.8,0,0,Check-Out,2016-02-07
Resort Hotel,1,104,2016,January,32,21,1,4,4,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,,,0,Transient,104.78,1,1,Canceled,2017-03-31
Resort Hotel,0,138,2017,January,25,26,1,2,2,0.0,0,BB,GBR,Groups,TA/TO,1,0,0,D,D,0,No Deposit,27.0,,0,Transient,108.47,0,3,Check-Out,2017-11-24
Resort Hotel,0,19,2017,October,18,28,2,6,3,0.0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,B,A,1,No Deposit,31.0,,0,Contract,95.54,0,1,Check-Out,2017-08-15
City Hotel,0,121,2016,August,17,21,0,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,33.0,,0,Transient-Party,154.84,0,1,Check-Out,2017-03-27
City Hotel,0,21,2015,December,4,3,1,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,2,F,F,0,No Deposit,36.0,117.0,0,Transient,101.07,0,1,Check-Out,2017-06-02
City Hotel,0,80,2015,March,51,21,0,0,2,2.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,5.0,,0,Transient,89.67,0,2,Check-Out,2016-11-29
City Hotel,1,83,2017,August,49,8,3,4,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,13.0,,0,Transient,128.53,0,1,Canceled,2016-07-17
City Hotel,0,34,2016,February,46,23,1,8,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,1,B,B,0,No Deposit,21.0,,0,Transient,27.69,0,0,Check-Out,2017-11-14
City Hotel,0,85,2017,August,17,16,0,7,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,66.49,0,0,Check-Out,2017-02-17
City Hotel,0,121,2015,February,52,6,0,8,2,0.0,0,BB,PRT,Offline TA/TO,Corporate,0,0,0,B,B,0,No Deposit,10.0,,0,Transient,146.74,0,0,Check-Out,2017-03-04
City Hotel,0,62,2016,November,15,24,3,6,2,0.0,1,BB,PRT,Online TA,Direct,0,0,1,C,C,0,No Deposit,38.0,,0,Transient,111.76,0,1,Check-Out,2017-06-17
City Hotel,0,11,2017,May,43,28,0,8,2,0.0,0,BB,DEU,Corporate,TA/TO,0,0,1,D,D,0,Non Refund,32.0,,0,Transient,36.31,0,1,Check-Out,2016-06-15
City Hotel,0,25,2015,April,6,15,0,7,2,0.0,0,HB,ESP,Online TA,Direct,1,0,1,D,D,0,No Deposit,10.0,,0,Transient,217.29,0,1,Check-Out,2016-02-05
Resort Hotel,0,126,2015,December,17,23,0,8,4,2.0,0,BB,IRL,Online TA,Corporate,0,0,1,A,A,0,No Deposit,10.0,,0,Transient,91.92,0,2,Check-Out,2017-03-31
City Hotel,1,52,2017,January,31,2,0,5,2,0.0,0,HB,IRL,Online TA,Direct,0,0,0,E,E,0,No Deposit,26.0,,0,Transient,64.89,0,4,Canceled,2016-12-09
City Hotel,0,40,2016,October,51,8,0,0,2,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,20.0,,0,Transient,34.91,1,1,Check-Out,2016-02-26
Resort Hotel,1,198,2017,July,14,4,3,3,2,0.0,0,HB,GBR,Direct,Direct,0,1,0,D,D,1,Non Refund,13.0,121.0,0,Transient,160.28,0,0,Canceled,2017-08-29
Resort Hotel,0,45,2017,September,23,8,0,8,1,3.0,0,SC,BEL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Transient,57.23,0,0,Check-Out,2017-09-23
City Hotel,1,290,2017,April,44,11,2,7,2,0.0,0,BB,FRA,Offline TA/TO,Corporate,0,0,0,D,D,0,No Deposit,39.0,,0,Transient,81.93,0,1,Canceled,2016-05-25
City Hotel,0,98,2015,November,25,13,3,0,2,0.0,0,SC,IRL,Groups,TA/TO,0,0,0,C,C,0,No Deposit,15.0,,0,Transient,114.21,0,0,Check-Out,2017-03-29
City Hotel,0,172,2016,June,36,10,2,0,3,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,27.0,115.0,0,Transient,9.07,0,0,Check-Out,2017-11-30
City Hotel,1,47,2017,June,22,16,0,6,2,0.0,0,HB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,136.32,0,2,Canceled,2017-03-28
Resort Hotel,0,146,2016,June,1,7,2,9,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,,101.0,0,Transient,59.02,0,0,Check-Out,2016-12-23
Resort Hotel,0,27,2017,April,15,10,1,7,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,17.0,,0,Transient,147.96,0,0,Check-Out,2016-11-12
City Hotel,0,31,2017,April,30,24,1,9,2,0.0,0,BB,ESP,Complementary,TA/TO,0,0,1,A,A,0,No Deposit,9.0,115.0,0,Transient,112.25,0,4,Check-Out,2016-04-22
Resort Hotel,0,109,2015,February,2,16,1,0,2,0.0,0,BB,CN,Groups,TA/TO,0,0,1,E,E,1,No Deposit,17.0,,0,Transient-Party,150.92,0,1,Check-Out,2017-07-22
City Hotel,0,11,2016,June,13,1,3,8,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,108.74,0,2,Check-Out,2017-04-09
City Hotel,0,38,2017,June,50,10,2,1,2,1.0,0,BB,ESP,Online TA,Direct,0,0,1,D,D,0,No Deposit,21.0,,0,Transient-Party,145.74,0,1,Check-Out,2017-06-21
Resort Hotel,1,96,2015,May,1,24,0,8,2,0.0,0,HB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,4.0,,0,Transient,120.11,0,1,Canceled,2017-10-04
City Hotel,0,237,2016,December,13,6,1,9,2,0.0,0,HB,USA,Direct,TA/TO,0,0,0,B,B,0,No Deposit,26.0,,0,Transient,96.96,0,1,Check-Out,2017-02-09
City Hotel,0,23,2017,February,33,26,3,5,3,0.0,0,BB,ITA,Corporate,Direct,0,0,0,G,G,0,No Deposit,32.0,,0,Transient,114.97,0,0,Check-Out,2017-09-27
City Hotel,0,153,2015,November,30,9,3,5,2,0.0,0,HB,DEU,Direct,TA/TO,0,0,0,A,A,1,No Deposit,11.0,,0,Transient,0.0,0,3,Check-Out,2016-12-10
Resort Hotel,0,60,2016,November,11,18,3,4,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,75.2,0,2,Check-Out,2016-10-16
City Hotel,0,368,2017,January,4,14,0,5,2,0.0,0,SC,DEU,Offline TA/TO,TA/TO,1,0,1,B,B,0,No Deposit,14.0,,0,Transient,152.87,0,0,Check-Out,2016-10-25
City Hotel,0,183,2017,September,47,18,3,8,2,3.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,42.16,0,2,Check-Out,2016-11-20
City Hotel,1,71,2016,March,29,23,2,2,2,0.0,0,BB,PRT,Online TA,Direct,0,0,1,D,D,0,No Deposit,5.0,,0,Transient,73.44,0,0,Canceled,2017-08-24
City Hotel,1,130,2017,January,30,5,2,2,2,0.0,1,BB,BEL,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,23.0,,0,Transient,31.39,0,2,Canceled,2017-10-19
City Hotel,1,3,2017,November,4,10,1,9,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,2,No Deposit,28.0,,0,Transient,19.94,0,2,Canceled,2017-10-13
Resort Hotel,0,165,2016,February,11,16,2,8,2,0.0,0,FB,PRT,Direct,TA/TO,0,0,2,D,D,0,No Deposit,,,0,Transient,82.11,0,1,Check-Out,2016-09-21
Resort Hotel,1,30,2015,April,4,8,1,5,2,2.0,0,Undefined,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,,,0,Contract,117.98,0,1,Canceled,2017-04-20
Resort Hotel,0,122,2017,February,51,11,2,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,86.64,0,2,Check-Out,2017-07-29
Resort Hotel,0,72,2016,February,41,25,0,9,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,28.0,,0,Transient,42.4,1,1,Check-Out,2017-11-18
City Hotel,0,35,2017,January,29,7,1,8,2,0.0,0,BB,FRA,Direct,TA/TO,0,0,0,D,D,1,No Deposit,31.0,,0,Transient,45.74,0,0,Check-Out,2017-02-26
City Hotel,0,218,2016,November,36,6,1,3,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,D,G,0,No Deposit,35.0,,33,Transient,55.27,0,1,Check-Out,2017-11-03
City Hotel,0,1,2016,January,9,17,3,5,2,0.0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,4.0,,0,Transient,85.25,0,1,Check-Out,2016-12-30
City Hotel,0,45,2016,October,52,3,2,4,2,0.0,0,SC,IRL,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,6.0,,0,Transient,55.73,0,0,Check-Out,2017-02-21
Resort Hotel,0,33,2016,February,27,1,2,8,3,2.0,0,HB,IRL,Groups,Direct,0,1,0,B,B,0,No Deposit,13.0,,0,Transient,147.96,1,3,Check-Out,2017-03-29
Resort Hotel,0,23,2017,November,27,25,1,6,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,11.0,,0,Transient,66.36,0,1,Check-Out,2016-12-05
Resort Hotel,0,76,2016,November,50,8,1,4,1,0.0,0,SC,FRA,Offline TA/TO,TA/TO,1,0,1,D,D,1,No Deposit,33.0,,23,Transient,76.56,0,0,Check-Out,2017-03-03
City Hotel,1,76,2017,August,5,4,1,9,3,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,34.0,,0,Transient,122.33,0,3,Canceled,2016-12-30
City Hotel,0,67,2015,October,23,19,3,6,1,0.0,0,HB,ESP,Online TA,Direct,0,0,0,A,A,0,No Deposit,20.0,,149,Transient,6.97,0,1,Check-Out,2017-04-02
City Hotel,1,91,2017,April,5,14,0,4,4,0.0,0,BB,PRT,Online TA,TA/TO,0,0,1,C,C,0,No Deposit,20.0,,0,Transient,166.69,0,0,Canceled,2016-10-21
City Hotel,1,27,2017,October,23,13,0,9,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,2,A,A,0,No Deposit,22.0,,0,Transient,135.79,0,0,Canceled,2016-05-20
City Hotel,0,259,2016,March,14,13,2,4,1,0.0,0,BB,GBR,Online TA,TA/TO,0,1,0,A,A,0,Non Refund,2.0,,0,Transient-Party,134.56,0,0,Check-Out,2017-08-06
City Hotel,1,5,2015,August,24,5,3,4,1,0.0,0,HB,BEL,Offline TA/TO,TA/TO,0,0,0,A,F,0,No Deposit,17.0,,0,Transient,65.23,0,2,Canceled,2016-01-27
City Hotel,1,216,2017,December,37,25,2,3,4,1.0,0,BB,GBR,Groups,Direct,0,0,0,C,C,0,No Deposit,4.0,,0,Transient,59.67,0,0,Canceled,2017-05-11
Resort Hotel,0,5,2017,September,15,1,3,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,6.0,,186,Transient-Party,71.07,0,1,Check-Out,2017-06-02
City Hotel,1,35,2016,April,3,14,1,2,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,0,Transient,81.02,0,0,Canceled,2017-02-21
City Hotel,0,55,2016,September,9,8,0,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,23.0,,0,Transient,155.58,1,1,Check-Out,2017-05-08
Resort Hotel,0,18,2017,November,38,18,2,7,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,F,A,0,No Deposit,18.0,,0,Transient,10.84,0,1,Check-Out,2017-07-21
City Hotel,0,48,2015,November,31,16,0,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,F,0,Non Refund,32.0,124.0,0,Transient,157.3,0,0,Check-Out,2016-06-11
Resort Hotel,0,43,2016,September,51,11,3,9,2,0.0,0,BB,GBR,Direct,TA/TO,0,0,0,A,A,1,No Deposit,24.0,,0,Transient,89.04,0,0,Check-Out,2017-02-25
Resort Hotel,0,101,2016,September,47,15,2,6,1,0.0,0,BB,PRT,Aviation,TA/TO,0,0,0,E,E,0,No Deposit,11.0,,0,Transient,147.12,0,2,Check-Out,2016-08-07
City Hotel,0,39,2015,October,9,7,2,0,2,1.0,0,BB,BEL,Online TA,Direct,1,0,0,A,A,0,No Deposit,28.0,,0,Transient,116.04,0,0,Check-Out,2017-09-28
Resort Hotel,0,51,2017,September,39,4,0,6,2,1.0,0,BB,BRA,Groups,Direct,0,0,1,A,A,1,No Deposit,12.0,,0,Transient,127.52,0,2,Check-Out,2017-07-13
City Hotel,1,32,2016,February,5,26,1,1,1,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,2,No Deposit,5.0,,0,Transient,141.67,0,1,Canceled,2016-01-11
Resort Hotel,0,361,2017,October,6,18,3,0,2,0.0,0,HB,PRT,Corporate,TA/TO,1,0,0,D,D,0,No Deposit,,,0,Transient,93.36,0,5,Check-Out,2017-08-12
Resort Hotel,0,20,2016,March,42,19,0,6,2,0.0,0,SC,DEU,Direct,TA/TO,0,0,1,D,D,0,No Deposit,35.0,,0,Transient,56.04,0,4,Check-Out,2017-01-13
Resort Hotel,0,51,2016,July,21,28,0,0,1,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,23.0,,0,Transient,58.04,0,3,Check-Out,2016-03-27
City Hotel,0,79,2016,May,52,26,1,4,3,0.0,0,SC,NLD,Corporate,TA/TO,0,0,0,C,C,0,No Deposit,4.0,,0,Transient,142.13,1,1,Check-Out,2017-06-18
City Hotel,1,37,2016,March,1,17,0,8,2,1.0,0,BB,NLD,Direct,TA/TO,0,0,0,A,A,0,No Deposit,18.0,,0,Transient-Party,168.23,0,0,Canceled,2016-11-10
Resort Hotel,0,2,2017,April,27,23,2,2,1,0.0,0,BB,FRA,Groups,Corporate,0,0,0,A,B,0,No Deposit,24.0,,0,Transient,66.06,0,1,Check-Out,2017-08-05
Resort Hotel,0,69,2017,February,17,15,0,6,1,0.0,0,BB,CN,Online TA,Direct,0,0,1,D,D,0,No Deposit,14.0,,0,Transient,149.03,0,0,Check-Out,2016-07-10
City Hotel,0,50,2017,June,52,7,3,3,2,0.0,0,BB,GBR,Online TA,GDS,0,0,1,F,F,0,No Deposit,8.0,,0,Transient,142.42,0,0,Check-Out,2016-11-24
Resort Hotel,0,1,2016,June,35,18,3,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,21.0,117.0,0,Transient,31.03,0,1,Check-Out,2017-02-07
City Hotel,0,68,2016,May,41,26,0,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,2,0,D,D,0,No Deposit,37.0,,0,Transient,140.79,0,2,Check-Out,2016-07-10
Resort Hotel,1,24,2015,February,16,25,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,72.18,0,1,Canceled,2017-08-27
Resort Hotel,0,105,2017,August,47,15,2,1,2,1.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,Non Refund,36.0,,0,Transient-Party,167.3,0,2,Check-Out,2016-06-05
City Hotel,0,3,2016,March,44,27,3,1,1,0.0,0,BB,DEU,Offline TA/TO,Direct,0,2,0,C,C,0,No Deposit,16.0,,0,Transient-Party,110.43,0,3,Check-Out,2016-03-22
City Hotel,0,45,2016,November,41,6,2,8,2,0.0,0,BB,BEL,Corporate,TA/TO,0,0,0,D,D,1,No Deposit,12.0,,0,Transient,212.19,0,2,Check-Out,2016-09-17
City Hotel,0,26,2016,January,25,2,3,8,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,36.0,,0,Transient,98.74,0,1,Check-Out,2016-10-23
City Hotel,0,5,2016,January,48,12,0,3,2,0.0,0,HB,PRT,Online TA,Direct,0,0,0,D,D,0,No Deposit,4.0,,0,Transient,72.46,0,1,Check-Out,2017-10-01
City Hotel,1,173,2017,April,35,6,2,7,4,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,32.0,,0,Transient-Party,124.57,0,1,Canceled,2017-07-31
City Hotel,0,51,2016,May,4,27,3,2,2,0.0,0,BB,FRA,Corporate,TA/TO,0,1,0,C,C,1,No Deposit,20.0,,0,Transient,135.54,0,0,Check-Out,2017-01-19
City Hotel,1,36,2017,December,46,4,0,6,1,0.0,0,BB,PRT,Online TA,Corporate,0,0,0,D,D,1,Non Refund,4.0,,186,Transient,126.64,0,0,Canceled,2017-07-20
City Hotel,0,125,2015,July,2,15,0,2,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,B,B,0,No Deposit,28.0,,0,Transient,84.04,0,1,Check-Out,2017-05-24
City Hotel,0,48,2016,May,36,22,0,6,2,1.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,16.0,,0,Transient,136.13,0,5,Check-Out,2016-01-14
City Hotel,1,85,2015,November,13,4,3,3,2,0.0,0,SC,NLD,Online TA,Corporate,0,0,0,A,F,0,No Deposit,32.0,117.0,0,Transient,48.29,0,0,Canceled,2016-10-26
Resort Hotel,1,50,2017,March,47,2,3,8,1,0.0,0,BB,ITA,Direct,Direct,0,0,1,B,B,0,No Deposit,22.0,,0,Transient,0.0,1,2,Canceled,2017-06-11
City Hotel,0,44,2016,November,38,16,0,8,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,Non Refund,34.0,,0,Contract,117.56,0,1,Check-Out,2017-05-05
Resort Hotel,0,88,2016,May,43,26,0,3,3,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,201.75,0,1,Check-Out,2017-07-18
City Hotel,1,2,2017,April,37,1,1,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,20.0,,0,Transient,129.08,1,1,Canceled,2017-11-10
City Hotel,0,49,2016,April,30,1,3,3,2,0.0,0,FB,ESP,Offline TA/TO,Corporate,0,0,0,G,G,0,No Deposit,21.0,,0,Transient,66.58,0,0,Check-Out,2017-08-25
City Hotel,0,254,2016,January,45,26,3,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,2,0,A,A,1,Non Refund,36.0,,0,Transient,86.89,0,3,Check-Out,2017-02-08
City Hotel,1,11,2016,September,16,17,3,4,2,0.0,0,SC,NLD,Online TA,TA/TO,0,1,0,C,C,0,No Deposit,36.0,,0,Transient,101.53,0,0,Canceled,2017-04-26
City Hotel,1,140,2015,July,28,20,3,5,2,0.0,0,BB,PRT,Online TA,Direct,0,2,0,A,A,0,Non Refund,20.0,,0,Transient-Party,60.66,0,0,Canceled,2017-10-31
City Hotel,0,21,2017,August,16,8,2,9,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,56.91,0,0,Check-Out,2016-07-15
Resort Hotel,1,169,2017,August,6,9,1,0,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,19.0,,0,Contract,118.39,0,1,Canceled,2017-07-28
Resort Hotel,1,13,2017,January,46,14,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient,120.88,0,1,Canceled,2016-10-09
City Hotel,0,39,2017,November,26,6,1,1,2,0.0,0,BB,FRA,Direct,TA/TO,0,0,0,C,C,0,Non Refund,4.0,,0,Transient,59.52,0,0,Check-Out,2016-06-15
City Hotel,0,71,2017,July,3,13,3,5,2,0.0,0,BB,PRT,Aviation,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,39.5,0,4,Check-Out,2016-09-02
City Hotel,1,317,2016,September,43,27,1,6,1,0.0,2,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,91.36,0,1,Canceled,2016-06-09
Resort Hotel,0,23,2015,January,49,21,3,8,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,18.0,,0,Transient,81.58,0,3,Check-Out,2016-05-08
Resort Hotel,1,115,2016,October,35,25,0,5,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,25.0,,0,Transient-Party,129.35,0,1,Canceled,2017-09-09
City Hotel,0,37,2017,September,18,14,2,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,F,F,0,No Deposit,37.0,,0,Transient,66.71,0,0,Check-Out,2016-07-18
City Hotel,0,130,2017,May,45,23,1,9,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,17.0,,0,Transient,114.95,0,1,Check-Out,2016-06-22
City Hotel,0,84,2017,December,39,12,1,4,1,0.0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,1,E,E,0,No Deposit,10.0,,0,Transient,118.7,0,0,Check-Out,2016-02-06
City Hotel,0,6,2016,August,15,18,3,4,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,Non Refund,28.0,,0,Transient,135.78,0,1,Check-Out,2016-06-11
Resort Hotel,1,62,2015,November,18,21,1,6,2,0.0,0,BB,USA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Contract,96.48,0,1,Canceled,2016-11-13
Resort Hotel,0,12,2017,October,52,24,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,16.0,,0,Transient,69.25,0,2,Check-Out,2016-09-27
City Hotel,0,27,2015,March,50,26,1,9,2,0.0,0,BB,PRT,Online TA,Direct,0,0,1,A,A,1,No Deposit,9.0,,0,Transient-Party,86.62,0,0,Check-Out,2016-02-17
City Hotel,1,68,2016,December,36,3,3,0,4,2.0,0,Undefined,CN,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,31.0,,0,Transient-Party,91.51,0,1,Canceled,2017-04-17
City Hotel,0,17,2016,September,2,23,3,1,2,1.0,0,SC,BEL,Offline TA/TO,TA/TO,0,2,0,A,A,0,No Deposit,36.0,,0,Transient,189.46,0,0,Check-Out,2017-01-19
City Hotel,1,217,2016,March,12,20,2,9,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,34.0,,0,Transient,76.18,1,0,Canceled,2016-07-20
City Hotel,1,47,2017,October,19,21,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,C,C,1,No Deposit,5.0,,0,Transient,185.11,0,1,Canceled,2016-07-28
